"","county","state","plant_genus_species","MF","abscission_num","barcode","herbarium","month","month_char","day","year","date","leafremoved","skel","stippling","blotch.mine","serpentine.mine","leafminer.oviholes","leaf.galls","leaf.roller","sooty.mould","unknown.lesions","aphids","spidermites","softscaleinsects","decimalLongitude","decimalLatitude","binary_chew","binary_skel","binary_stipp","binary_SM","binary_lgalls","binary_blotchmines","binary_serpmines"
"22","Belknap","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",21,1933,"8/21/1933",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.42336011,43.51819011,1,0,0,0,0,0,0
"23","Belknap","New Hampshire","vaccinium_angustifolium","CO_Grimston",NA,NA,"GH",8,"Aug",3,1938,"8/3/1938",3,2,0,0,0,0,0,0,0,0,0,0,0,-71.42336011,43.51819011,1,1,0,0,0,0,0
"24","Belknap","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",27,1956,"8/27/1956",0,2,0,0,0,0,0,0,0,0,0,0,0,-71.42336011,43.51819011,0,1,0,0,0,0,0
"25","Belknap","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",7,"Jul",11,1964,"7/11/1964",3,3,0,0,0,0,0,0,0,0,0,0,0,-71.42336011,43.51819011,1,1,0,0,0,0,0
"26","Belknap","New Hampshire","vaccinium_angustifolium","AR_Hodgdon_R_Eggert_WW_Smith","4356",NA,"NEBC",9,"Sep",27,1942,"9/27/1942",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.42336011,43.51819011,0,0,0,0,0,0,0
"27","Belknap","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",12,1965,"8/12/1965",0,0,0,0,0,0,0,0,0,4,0,0,0,-71.42336011,43.51819011,0,0,0,0,0,0,0
"28","Belknap","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",9,"Sep",8,1965,"9/8/1965",3,0,0,0,0,0,3,0,0,0,0,0,0,-71.42336011,43.51819011,1,0,0,0,1,0,0
"29","Belknap","New Hampshire","vaccinium_angustifolium","LE_Richardson",NA,NA,"NEBC",5,"May",24,1966,"5/24/1966",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.42336011,43.51819011,0,0,0,0,0,0,0
"30","Belknap","New Hampshire","vaccinium_angustifolium","LE_Richardson",NA,NA,"NEBC",7,"Jul",11,1964,"7/11/1964",3,1,0,0,0,0,0,0,0,0,0,0,0,-71.42336011,43.51819011,1,1,0,0,0,0,0
"31","Belknap","New Hampshire","vaccinium_angustifolium","FLS","2510",NA,"NEBC",7,"Jul",8,1956,"7/8/1956",0,0,0,0,0,0,0,0,0,2,0,0,0,-71.42336011,43.51819011,0,0,0,0,0,0,0
"32","Bennington","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",7,"Jul",8,1970,"7/8/1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.09382147,43.03516549,NA,NA,NA,NA,NA,NA,NA
"33","Bennington","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",10,"Oct",6,1970,"10/6/1970",4,0,0,0,0,0,0,0,0,2,0,0,0,-73.09382147,43.03516549,1,0,0,0,0,0,0
"34","Bennington","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",10,"Oct",6,1970,"10/6/1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.09382147,43.03516549,NA,NA,NA,NA,NA,NA,NA
"35","Bennington","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",25,1971,"8/25/1971",0,0,0,3,0,0,0,0,0,3,0,0,0,-73.09382147,43.03516549,0,0,0,0,0,1,0
"36","Bennington","Vermont","desmodium_canadense","NA_getlater","2202",NA,"Arnold",8,"Aug",11,1975,"8/11/1975",2,1,0,0,0,0,0,0,0,0,0,0,0,-73.09382147,43.03516549,1,1,0,0,0,0,0
"37","Bennington","Vermont","quercus_bicolor","NA_getlater",NA,NA,"NEBC_",7,"Jul",9,1995,"7/9/1995",5,0,2,1,0,1,0,0,0,0,0,0,0,-73.09382147,43.03516549,1,0,1,0,0,1,0
"38","Bennington","Vermont","vaccinium_angustifolium","MA_Day","275",NA,"GH",7,"Jul",14,1898,"7/14/1898",1,0,0,0,0,0,0,0,0,0,0,0,0,-73.09382147,43.03516549,1,0,0,0,0,0,0
"39","Bennington","Vermont","vaccinium_angustifolium","MA_Day","275",NA,"NEBC",7,"Jul",14,1898,"7/14/1898",3,0,0,0,0,0,0,0,0,0,0,0,0,-73.09382147,43.03516549,1,0,0,0,0,0,0
"40","Berkshire","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Gray",5,"May",28,1919,"5/28/1919",4,0,0,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,1,0,0,0,0,0,0
"41","Berkshire","Massachusetts","carya_ovata","NA_getlater",NA,NA,"Gray",7,"Jul",2,1920,"7/2/1920",2,0,1,0,0,0,0,0,0,1,0,0,0,-73.20736933,42.3708893,1,0,1,0,0,0,0
"42","Berkshire","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",5,"May",30,1918,"5/30/1918",2,0,0,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,1,0,0,0,0,0,0
"43","Berkshire","Massachusetts","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",22,1902,"8/22/1902",3,1,0,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,1,1,0,0,0,0,0
"44","Berkshire","Massachusetts","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",11,1916,"8/11/1916",2,0,0,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,1,0,0,0,0,0,0
"45","Berkshire","Massachusetts","vaccinium_angustifolium","JR_Churchill",NA,NA,"NEBC",8,"Aug",14,1916,"8/14/1916",3,1,0,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,1,1,0,0,0,0,0
"46","Berkshire","Massachusetts","desmodium_canadense","NA_getlater",NA,NA,"NEBC",7,"Jul",23,1920,"7/23/1920",3,0,0,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,1,0,0,0,0,0,0
"47","Berkshire","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",7,"Jul",2,1920,"7/2/1920",0,0,1,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,0,0,1,0,0,0,0
"48","Berkshire","Massachusetts","vaccinium_angustifolium","AK_Harris",NA,NA,"NEBC",8,"Aug",27,1948,"8/27/1948",4,2,0,0,0,0,0,0,0,0,0,0,0,-73.20736933,42.3708893,1,1,0,0,0,0,0
"49","Berkshire","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",29,1990,"8/29/1990",3,0,0,0,0,0,0,0,0,4,0,0,0,-73.20736933,42.3708893,1,0,0,0,0,0,0
"50","Berkshire","Massachusetts","vaccinium_angustifolium","EF_Williams",NA,NA,"GH",6,"Jun",16,1901,"6/16/1901",1,0,0,0,0,0,0,0,0,3,0,0,0,-73.20736933,42.3708893,1,0,0,0,0,0,0
"51","Berkshire","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC_",8,"Aug",2,1920,"8/2/1920",2,0,0,0,0,0,0,0,0,2,0,0,0,-73.20736933,42.3708893,1,0,0,0,0,0,0
"52","Berkshire","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC_",9,"Sep",6,1912,"9/6/1912",0,0,0,4,0,0,0,0,0,4,0,0,0,-73.20736933,42.3708893,0,0,0,0,0,1,0
"53","Bristol","Massachusetts","vaccinium_angustifolium","Oakes_Ames","6183",NA,"OA",5,"May",19,1916,"5/19/1916",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.11511193,41.80146413,0,0,0,0,0,0,0
"54","Bristol","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",6,"Jun",8,1904,"6/8/1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.11511193,41.80146413,NA,NA,NA,NA,NA,NA,NA
"55","Bristol","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Oakes_Ames",9,"Sep",16,1957,"9/16/1957",5,0,0,0,0,0,0,0,0,0,0,0,0,-71.11511193,41.80146413,1,0,0,0,0,0,0
"56","Bristol","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",7,"Jul",9,1923,"7/9/1923",3,1,0,0,0,0,0,0,0,0,0,0,0,-71.11511193,41.80146413,1,1,0,0,0,0,0
"57","Bristol","Massachusetts","vaccinium_angustifolium","CA_Weatherby",NA,NA,"NEBC",5,"May",23,1934,"5/23/1934",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.11511193,41.80146413,0,0,0,0,0,0,0
"58","Bristol","Massachusetts","carya_ovata","NA_getlater","17184",NA,"NEBC",7,"Jul",15,1957,"7/15/1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.11511193,41.80146413,NA,NA,NA,NA,NA,NA,NA
"59","Bristol","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",9,"Sep",17,1935,"9/17/1935",4,0,0,0,0,0,0,0,0,2,0,0,0,-71.11511193,41.80146413,1,0,0,0,0,0,0
"60","Bristol","Massachusetts","vaccinium_angustifolium","FC_Seymour","19691",NA,"NEBC",5,"May",7,1962,"5/7/1962",2,0,0,0,0,0,0,0,0,0,0,0,0,-71.11511193,41.80146413,1,0,0,0,0,0,0
"61","Bristol","Massachusetts","carya_ovata","NA_getlater",NA,NA,"Gray",7,"Jul",15,1957,"7/15/1957",0,0,0,0,0,0,0,0,0,1,0,0,0,-71.11511193,41.80146413,0,0,0,0,0,0,0
"62","Bristol","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",9,"Sep",16,1957,"9/16/1957",0,0,0,2,3,0,0,0,0,0,0,0,0,-71.11511193,41.80146413,0,0,0,0,0,1,1
"63","Bristol","Massachusetts","vaccinium_angustifolium","W_Moherg",NA,NA,"GH",8,"Aug",30,1936,"8/30/1936",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.11511193,41.80146413,1,0,0,0,0,0,0
"64","Bristol","Rhode Island","quercus_bicolor","NA_getlater",NA,NA,"NEBC",5,"May",30,1911,"5/30/1911",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.28386993,41.71481073,0,0,0,0,0,0,0
"65","Bristol","Rhode Island","quercus_bicolor","NA_getlater",NA,NA,"NEBC",6,"Jun",5,1921,"6/5/1921",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.28386993,41.71481073,1,0,0,0,0,0,0
"66","Caledonia","Vermont","desmodium_canadense","NA_getlater",NA,NA,"NEBC",9,"Sep",3,1940,"9/3/1940",1,0,0,0,0,0,0,0,0,0,0,0,0,-72.1023771,44.46478495,1,0,0,0,0,0,0
"67","Caledonia","Vermont","vaccinium_angustifolium","FC_Seymour","18794",NA,"NEBC",7,"Jul",16,1960,"7/16/1960",4,1,0,0,0,0,0,0,0,0,0,0,0,-72.1023771,44.46478495,1,1,0,0,0,0,0
"68","Caledonia","Vermont","vaccinium_angustifolium","FC_Seymour","18917",NA,"NEBC",7,"Jul",21,1960,"7/21/1960",1,0,0,0,0,0,0,0,0,0,0,0,0,-72.1023771,44.46478495,1,0,0,0,0,0,0
"69","Carroll","New Hampshire","vaccinium_angustifolium","A_Rehder",NA,NA,"AA",8,"Aug",11,1922,"8/11/1922",4,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"70","Carroll","New Hampshire","vaccinium_angustifolium","CH_Knowlton",NA,NA,"NEBC",8,"Aug",6,1927,"8/6/1927",4,2,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,1,0,0,0,0,0
"71","Carroll","New Hampshire","desmodium_canadense","NA_getlater","6858",NA,"NEBC",9,"Sep",2,1936,"9/2/1936",1,2,1,0,0,0,0,0,0,0,1,0,0,-71.20280644,43.87354949,1,1,1,0,0,0,0
"72","Carroll","New Hampshire","vaccinium_angustifolium","CA_Weatherby","6862",NA,"NEBC",9,"Sep",2,1936,"9/2/1936",4,3,1,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,1,1,0,0,0,0
"73","Carroll","New Hampshire","desmodium_canadense","NA_getlater","28775",NA,"NEBC",7,"Jul",8,1941,"7/8/1941",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"74","Carroll","New Hampshire","vaccinium_angustifolium","SK_Harris_A_LincolnJr_AS_Pease",NA,NA,"NEBC",5,"May",23,1936,"5/23/1936",4,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"75","Carroll","New Hampshire","vaccinium_angustifolium","FLS",NA,NA,"NEBC",6,"Jun",17,1947,"6/17/1947",3,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"76","Carroll","New Hampshire","desmodium_canadense","NA_getlater","28279",NA,"NEBC",8,"Aug",28,1948,"8/28/1948",5,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"77","Carroll","New Hampshire","vaccinium_angustifolium","M_Gale",NA,NA,"NEBC",9,"Sep",10,1948,"9/10/1948",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"78","Carroll","New Hampshire","vaccinium_angustifolium","M_Gale",NA,NA,"NEBC",9,"Sep",11,1948,"9/11/1948",2,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"79","Carroll","New Hampshire","vaccinium_angustifolium","AR_Hodgdon_W_Glazier","6520",NA,"NEBC",6,"Jun",22,1950,"6/22/1950",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,0,0,0,0,0,0
"80","Carroll","New Hampshire","vaccinium_angustifolium","A_Rehder","994",NA,"AA",8,"Aug",11,1922,"8/11/1922",1,2,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,1,0,0,0,0,0
"81","Carroll","New Hampshire","vaccinium_angustifolium","FC_Seymour","17865",NA,"NEBC",7,"Jul",9,1958,"7/9/1958",4,5,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,1,0,0,0,0,0
"82","Carroll","New Hampshire","vaccinium_angustifolium","AS_Pease","28781",NA,"NEBC",7,"Jul",8,1941,"7/8/1941",1,1,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,1,0,0,0,0,0
"83","Carroll","New Hampshire","vaccinium_angustifolium","FC_Seymour","17865",NA,"GH",7,"Jul",9,1958,"7/9/1958",3,3,0,0,0,0,0,0,0,0,0,0,0,-71.20280644,43.87354949,1,1,0,0,0,0,0
"84","Cheshire","New Hampshire","desmodium_canadense","F",NA,NA,"Gray",7,"Jul",28,1901,"7/28/1901",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,0,0,0,0,0,0,0
"85","Cheshire","New Hampshire","vaccinium_angustifolium","FF_Forbes",NA,NA,"NEBC",5,"May",30,1912,"5/30/1912",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,0,0,0,0,0,0,0
"86","Cheshire","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",28,1917,"8/28/1917",1,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,1,0,0,0,0,0,0
"87","Cheshire","New Hampshire","vaccinium_angustifolium","HF_Ayres",NA,NA,"GH",7,"Jul",29,1901,"7/29/1901",0,0,1,0,0,0,0,0,0,1,0,0,0,-72.25131549,42.91987071,0,0,1,0,0,0,0
"88","Cheshire","New Hampshire","vaccinium_angustifolium","CF_Batchelder",NA,NA,"NEBC",8,"Aug",1,1919,"8/1/1919",2,5,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,1,1,0,0,0,0,0
"89","Cheshire","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",21,1916,"8/21/1916",5,1,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,1,1,0,0,0,0,0
"90","Cheshire","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",9,"Sep",13,1926,"9/13/1926",5,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,1,0,0,0,0,0,0
"91","Cheshire","New Hampshire","vaccinium_angustifolium","CF_Batchelder",NA,NA,"NEBC",8,"Aug",12,1932,"8/12/1932",5,1,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,1,1,0,0,0,0,0
"92","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"Gray",7,"Jul",31,1943,"7/31/1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.25131549,42.91987071,NA,NA,NA,NA,NA,NA,NA
"93","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",20,1921,"8/20/1921",0,0,2,0,1,0,0,0,0,3,0,0,0,-72.25131549,42.91987071,0,0,1,0,0,0,1
"94","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",7,"Jul",22,1970,"7/22/1970",0,0,0,0,0,0,0,0,0,2,0,0,0,-72.25131549,42.91987071,0,0,0,0,0,0,0
"95","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",11,1970,"8/11/1970",0,1,0,0,0,0,0,0,0,1,0,0,0,-72.25131549,42.91987071,0,1,0,0,0,0,0
"96","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",29,1970,"8/29/1970",0,0,2,0,0,0,0,0,0,2,0,0,0,-72.25131549,42.91987071,0,0,1,0,0,0,0
"97","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",9,"Sep",3,1970,"9/3/1970",1,1,0,0,0,0,0,0,0,2,0,0,0,-72.25131549,42.91987071,1,1,0,0,0,0,0
"98","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",10,"Oct",13,1970,"10/13/1970",2,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,1,0,0,0,0,0,0
"99","Cheshire","New Hampshire","desmodium_canadense","NA_getlater","544",NA,"Gray",8,"Aug",1,1898,"8/1/1898",0,2,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,0,1,0,0,0,0,0
"100","Cheshire","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",3,1918,"8/3/1918",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,0,0,0,0,0,0,0
"101","Cheshire","New Hampshire","vaccinium_angustifolium","BL_Robinson","585",NA,"GH",7,"Jul",24,1897,"7/24/1897",4,5,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,1,1,0,0,0,0,0
"102","Cheshire","New Hampshire","desmodium_canadense","NA_getlater","93",NA,"NEBC",7,"Jul",12,1899,"7/12/1899",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,0,0,0,0,0,0,0
"103","Cheshire","New Hampshire","carya_ovata","NA_getlater",NA,NA,"NEBC",7,"Jul",22,1970,"7/22/1970",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.25131549,42.91987071,0,0,0,0,0,0,0
"104","Chittenden","Vermont","quercus_bicolor","NA_getlater",NA,NA,"NEBC",7,"Jul",27,1911,"7/27/1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.08157094,44.46078451,NA,NA,NA,NA,NA,NA,NA
"105","Chittenden","Vermont","vaccinium_angustifolium","WH_Blanchard",NA,NA,"AA",8,"Aug",24,1911,"8/24/1911",0,0,0,0,0,0,0,0,0,0,0,0,0,-73.08157094,44.46078451,0,0,0,0,0,0,0
"106","Chittenden","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",6,"Jun",25,1912,"6/25/1912",0,0,0,0,0,0,0,0,0,0,0,0,0,-73.08157094,44.46078451,0,0,0,0,0,0,0
"107","Chittenden","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",6,"Jun",25,1913,"6/25/1913",0,0,4,0,0,0,0,0,0,2,0,0,0,-73.08157094,44.46078451,0,0,1,0,0,0,0
"108","Chittenden","Vermont","vaccinium_angustifolium","CH_Knowlton",NA,NA,"NEBC",5,"May",30,1922,"5/30/1922",1,0,0,0,0,0,0,0,0,0,0,0,0,-73.08157094,44.46078451,1,0,0,0,0,0,0
"109","Chittenden","Vermont","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",14,1922,"8/14/1922",1,0,0,0,0,0,0,0,0,0,0,0,0,-73.08157094,44.46078451,1,0,0,0,0,0,0
"110","Chittenden","Vermont","desmodium_canadense","NA_getlater",NA,NA,"NEBC",7,"Jul",25,1927,"7/25/1927",1,0,0,0,0,0,0,0,0,3,0,0,0,-73.08157094,44.46078451,1,0,0,0,0,0,0
"111","Chittenden","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",7,"Jul",16,1931,"7/16/1931",0,0,1,0,0,0,0,0,0,0,0,0,0,-73.08157094,44.46078451,0,0,1,0,0,0,0
"112","Chittenden","Vermont","carya_ovata","NA_getlater",NA,NA,"NEBC",6,"Jun",14,1971,"6/14/1971",0,0,0,0,0,0,0,0,0,0,0,0,0,-73.08157094,44.46078451,0,0,0,0,0,0,0
"113","Chittenden","Vermont","carya_ovata","NA_getlater",NA,NA,"Arnold",6,"Jun",3,1879,"6/3/1879",1,0,0,0,0,0,0,0,0,0,0,0,0,-73.08157094,44.46078451,1,0,0,0,0,0,0
"114","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease",NA,NA,"NEBC",6,"Jun",28,1907,"6/28/1907",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"115","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","12371",NA,"NEBC",8,"Aug",13,1909,"8/13/1909",3,1,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,1,0,0,0,0,0
