state,county,decimalLongitude,decimalLatitude
Illinois,Cumberland,-88.24072156,39.27372133
Illinois,De Kalb,-88.77054686,41.895861
Illinois,De Witt,-88.90546792,40.17475173
Illinois,Douglas,-88.21761525,39.76995685
Illinois,Dupage,-88.08512367,41.85257606
Illinois,Edgar,-87.74455907,39.67855701
Illinois,Edwards,-88.05317941,38.41630795
Illinois,Effingham,-88.59081185,39.0596173
Illinois,Fayette,-89.02526486,38.99979386
Illinois,Ford,-88.22394182,40.59689376
Illinois,Franklin,-88.92470134,37.99318639
Illinois,Fulton,-90.20773085,40.47277601
Illinois,Gallatin,-88.22725934,37.76568216
Illinois,Greene,-90.39107637,39.35625206
Illinois,Grundy,-88.41901933,41.28607457
Illinois,Hamilton,-88.53957983,38.08315048
Illinois,Hancock,-91.16451517,40.40370702
Illinois,Hardin,-88.26636995,37.52049228
Illinois,Henderson,-90.9242241,40.8184199
Illinois,Henry,-90.13131144,41.35386217
Illinois,Iroquois,-87.82421217,40.74818432
Illinois,Jackson,-89.38302923,37.7858822
Illinois,Jasper,-88.15365137,39.01011339
Illinois,Jefferson,-88.9257126,38.30070617
Illinois,Jersey,-90.35691628,39.08617396
Illinois,Jo Daviess,-90.21197767,42.36711211
Illinois,Johnson,-88.87916917,37.46110872
Illinois,Kane,-88.42931439,41.93977596
Illinois,Kankakee,-87.86327227,41.13875092
Illinois,Kendall,-88.42975997,41.59096449
Illinois,Knox,-90.21350011,40.93141502
Illinois,La Salle,-88.88710991,41.34494963
Illinois,Lake Michigan,-87.42362303,42.17668932
Illinois,Lake,-88.00277249,42.32569132
Illinois,Lawrence,-87.7276721,38.72020586
Illinois,Lee,-89.29936764,41.74674465
Illinois,Livingston,-88.55820049,40.89273486
Illinois,Logan,-89.36792073,40.12469073
Illinois,Macon,-88.96230973,39.85989875
Illinois,Macoupin,-89.92525683,39.26106551
Illinois,Madison,-89.90518821,38.82967532
Illinois,Marion,-88.92008035,38.64964918
Illinois,Marshall,-89.3454854,41.03336969
Illinois,Mason,-89.91673778,40.23990508
Illinois,Massac,-88.7073091,37.21857142
Illinois,McDonough,-90.67856974,40.45643613
Illinois,McHenry,-88.45141729,42.32673975
Illinois,McLean,-88.84711007,40.49092626
Illinois,Menard,-89.80176375,40.02776144
Illinois,Mercer,-90.7432709,41.20560347
Illinois,Monroe,-90.17699886,38.27941717
Illinois,Montgomery,-89.48016694,39.23012769
Illinois,Morgan,-90.20125126,39.71531739
Illinois,Moultrie,-88.62057463,39.64031219
Illinois,Ogle,-89.32045616,42.04381947
Illinois,Peoria,-89.75936269,40.78788354
Illinois,Perry,-89.36919649,38.08455587
Illinois,Piatt,-88.59186236,40.01021656
Illinois,Pike,-90.88691591,39.62248685
Illinois,Pope,-88.55950242,37.41372001
Illinois,Pulaski,-89.12683317,37.22405484
Illinois,Putnam,-89.28591347,41.20476961
Illinois,Randolph,-89.82528185,38.05218481
Illinois,Richland,-88.08631745,38.7124892
Illinois,Rock Island,-90.5676312,41.4678441
Illinois,Saint Clair,-89.92992795,38.47099305
Illinois,Saline,-88.53935953,37.75507098
Illinois,Sangamon,-89.65884505,39.75821691
Illinois,Schuyler,-90.61440627,40.15903333
Illinois,Scott,-90.47556678,39.64331757
Illinois,Shelby,-88.80630527,39.39039502
Illinois,Stark,-89.79844271,41.09312239
Illinois,Stephenson,-89.6628088,42.35410446
Illinois,Tazewell,-89.51286111,40.50766609
Illinois,Union,-89.25442371,37.47198978
Illinois,Vermilion,-87.73336602,40.18367201
Illinois,Wabash,-87.84379307,38.44726564
Illinois,Warren,-90.61510293,40.84929404
Illinois,Washington,-89.41177531,38.35328132
Illinois,Wayne,-88.42636617,38.4300273
Illinois,White,-88.17930168,38.08890623
Illinois,Whiteside,-89.91541067,41.7576126
Illinois,Will,-87.97836864,41.44620366
Illinois,Williamson,-88.93005771,37.73135335
Illinois,Winnebago,-89.16156714,42.33937645
Illinois,Woodford,-89.21062134,40.78821013
Indiana,Adams,-84.93705398,40.74562106
Indiana,Allen,-85.06681132,41.09099018
Indiana,Bartholomew,-85.89822777,39.20600369
Indiana,Benton,-87.31063545,40.60784719
Indiana,Blackford,-85.32458224,40.47389549
Indiana,Boone,-86.4679817,40.05156365
Indiana,Brown,-86.22788988,39.19627029
Indiana,Carroll,-86.56345456,40.58298369
Indiana,Cass,-86.346935,40.76164049
Indiana,Clark,-85.70768036,38.4771222
Indiana,Clay,-87.11415666,39.39432087
Indiana,Clinton,-86.47530337,40.30253154
Indiana,Crawford,-86.4513274,38.29244707
Indiana,Daviess,-87.07174854,38.7030999
Indiana,De Kalb,-85.00043297,41.39793707
Indiana,Dearborn,-84.97307798,39.14516069
Indiana,Decatur,-85.50147715,39.30692007
Indiana,Delaware,-85.39739534,40.22780605
Indiana,Dubois,-86.87945688,38.36543483
Indiana,Elkhart,-85.85917974,41.59953336
Indiana,Fayette,-85.17896918,39.64071679
Indiana,Floyd,-85.90572544,38.31836246
Indiana,Fountain,-87.24153703,40.12162404
Indiana,Franklin,-85.0610418,39.41478534
Indiana,Fulton,-86.26333258,41.04704959
Indiana,Gibson,-87.58566812,38.31200811
Indiana,Grant,-85.65446034,40.51648904
Indiana,Greene,-86.9623829,39.03823686
Indiana,Hamilton,-86.05171765,40.07265965
Indiana,Hancock,-85.77350165,39.82332346
Indiana,Harrison,-86.11060833,38.19414082
Indiana,Hendricks,-86.5093378,39.76942902
Indiana,Henry,-85.39724333,39.93153313
Indiana,Howard,-86.11666157,40.48383698
Indiana,Huntington,-85.48746474,40.82972007
Indiana,Jackson,-86.03694515,38.90641752
Indiana,Jasper,-87.11586605,41.02403648
Indiana,Jay,-85.00652495,40.43824876
Indiana,Jefferson,-85.43799955,38.78609138
Indiana,Jennings,-85.62807659,38.99691978
Indiana,Johnson,-86.10066541,39.4901409
Indiana,Knox,-87.41735414,38.69073982
Indiana,Kosciusko,-85.86103703,41.24520569
Indiana,LaGrange,-85.4273257,41.64354908
Indiana,Lake Michigan,-87.22647519,41.70511634
Indiana,Lake,-87.38201229,41.41573364
Indiana,LaPorte,-86.73997958,41.5464735
Indiana,Lawrence,-86.48382354,38.84242449
Indiana,Madison,-85.7198544,40.16148945
Indiana,Marion,-86.138751,39.78138178
Indiana,Marshall,-86.26183156,41.32499811
Indiana,Martin,-86.80343334,38.70961356
Indiana,Miami,-86.0460433,40.76954884
Indiana,Monroe,-86.52344282,39.16206341
Indiana,Montgomery,-86.89285567,40.04088755
Indiana,Morgan,-86.44486091,39.48141472
Indiana,Newton,-87.39725982,40.95617827
Indiana,Noble,-85.41859531,41.39931361
Indiana,Ohio,-84.96575862,38.95048823
Indiana,Orange,-86.49561316,38.54274023
Indiana,Owen,-86.8370578,39.31297026
Indiana,Parke,-87.20523799,39.77438416
Indiana,Perry,-86.63790304,38.07828286
Indiana,Pike,-87.2321098,38.39908394
Indiana,Porter,-87.06686378,41.46075302
Indiana,Posey,-87.86768972,38.02292689
Indiana,Pulaski,-86.69843029,41.04235142
Indiana,Putnam,-86.84326557,39.66669626
Indiana,Randolph,-85.01297265,40.15785194
Indiana,Ripley,-85.26272798,39.10378971
Indiana,Rush,-85.46579089,39.62057277
Indiana,Saint Joseph,-86.28982624,41.61726024
Indiana,Scott,-85.74747697,38.68507279
Indiana,Shelby,-85.79198207,39.52372078
Indiana,Spencer,-87.00773558,38.01454785
Indiana,Starke,-86.647428,41.28136117
Indiana,Steuben,-85.00168219,41.64479093
Indiana,Sullivan,-87.41308145,39.09085747
Indiana,Switzerland,-85.03619491,38.82653231
Indiana,Tippecanoe,-86.89369282,40.38954228
Indiana,Tipton,-86.05225429,40.31142165
Indiana,Union,-84.92505588,39.62527781
Indiana,Vanderburgh,-87.58632115,38.02456338
Indiana,Vermillion,-87.46349875,39.85689685
Indiana,Vigo,-87.38853614,39.43185525
Indiana,Wabash,-85.79431754,40.84642791
Indiana,Warren,-87.35280773,40.34839455
Indiana,Warrick,-87.27241594,38.0927008
Indiana,Washington,-86.10554018,38.59998199
Indiana,Wayne,-85.01036538,39.86452751
Indiana,Wells,-85.22095732,40.7296153
Indiana,White,-86.86537804,40.75086184
Indiana,Whitley,-85.5056839,41.13935197
Iowa,Adair,-94.47214875,41.32990403
Iowa,Adams,-94.70089228,41.02844689
Iowa,Allamakee,-91.37812788,43.28520379
Iowa,Appanoose,-92.86968922,40.74294887
Iowa,Audubon,-94.90751404,41.68334233
Iowa,Benton,-92.06587466,42.07999086
Iowa,Black Hawk,-92.3096444,42.46950987
Iowa,Boone,-93.93311591,42.03552981
Iowa,Bremer,-92.31863727,42.7735386
Iowa,Buchanan,-91.83787901,42.47068619
Iowa,Buena Vista,-95.15228304,42.73493896
Iowa,Butler,-92.79115264,42.73107873
Iowa,Calhoun,-94.64127888,42.38431526
Iowa,Carroll,-94.86128635,42.03548035
Iowa,Cass,-94.92892201,41.33078341
Iowa,Cedar,-91.13378097,41.77314184
Iowa,Cerro Gordo,-93.26145052,43.08206934
Iowa,Cherokee,-95.62348628,42.73489024
Iowa,Chickasaw,-92.31785868,43.05961246
Iowa,Clarke,-93.78645539,41.02805497
Iowa,Clay,-95.15135258,43.08270043
Iowa,Clayton,-91.33996839,42.84402098
Iowa,Clinton,-90.53354972,41.8984603
Iowa,Crawford,-95.38221564,42.03585615
Iowa,Dallas,-94.04070852,41.68388969
Iowa,Davis,-92.41050368,40.74734169
Iowa,Decatur,-93.78704153,40.73708291
Iowa,Delaware,-91.36684755,42.47052441
Iowa,Des Moines,-91.1821717,40.9226686
Iowa,Dickinson,-95.15004915,43.37969327
Iowa,Dubuque,-90.88167427,42.46859316
Iowa,Emmet,-94.67818276,43.37986728
Iowa,Fayette,-91.84396787,42.86232708
Iowa,Floyd,-92.78907098,43.05944583
Iowa,Franklin,-93.26335318,42.73200187
Iowa,Fremont,-95.60409772,40.74584175
Iowa,Greene,-94.3980328,42.03538015
Iowa,Grundy,-92.79228714,42.4018044
Iowa,Guthrie,-94.50243525,41.68303825
Iowa,Hamilton,-93.70756395,42.38271656
Iowa,Hancock,-93.73464493,43.08231773
Iowa,Hardin,-93.24128584,42.3833591
Iowa,Harrison,-95.81589958,41.68247176
Iowa,Henry,-91.54539907,40.98769579
Iowa,Howard,-92.31777837,43.35771482
Iowa,Humboldt,-94.2085438,42.77537552
Iowa,Ida,-95.5128706,42.38565749
Iowa,Iowa,-92.06627729,41.68605783
Iowa,Jackson,-90.57397459,42.17194978
Iowa,Jasper,-93.05516954,41.68551355
Iowa,Jefferson,-91.94941447,41.03118899
Iowa,Johnson,-91.58858507,41.67151523
Iowa,Jones,-91.13228011,42.12129654
Iowa,Keokuk,-92.17950966,41.3360774
Iowa,Kossuth,-94.20697901,43.20533243
Iowa,Lee,-91.47887143,40.6417712
Iowa,Linn,-91.59959236,42.07917387
Iowa,Louisa,-91.26108914,41.2179494
Iowa,Lucas,-93.32918704,41.02855871
Iowa,Lyon,-96.20849859,43.38250027
Iowa,Madison,-94.0172869,41.32933007
Iowa,Mahaska,-92.64209839,41.33415091
Iowa,Marion,-93.10076871,41.33341597
Iowa,Marshall,-92.99957655,42.03559946
Iowa,Mills,-95.62024678,41.03296455
Iowa,Mitchell,-92.78936336,43.35788952
Iowa,Monona,-95.95975561,42.05128655
Iowa,Monroe,-92.86984919,41.02853635
Iowa,Montgomery,-95.15701159,41.0306358
Iowa,Muscatine,-91.11367567,41.48379826
Iowa,O'Brien,-95.62426622,43.08410919
Iowa,Osceola,-95.62287739,43.38094562
Iowa,Page,-95.1509166,40.73986254
Iowa,Palo Alto,-94.67951887,43.08172506
Iowa,Plymouth,-96.21375152,42.73818125
Iowa,Pocahontas,-94.68070542,42.73299029
Iowa,Polk,-93.57481555,41.68435959
Iowa,Pottawattamie,-95.5422418,41.33560224
Iowa,Poweshiek,-92.53263511,41.68624017
Iowa,Ringgold,-94.24508491,40.73455713
Iowa,Sac,-95.10570645,42.38594013
Iowa,Scott,-90.62481261,41.63736878
Iowa,Shelby,-95.31106401,41.68397527
Iowa,Sioux,-96.17592319,43.08354773
Iowa,Story,-93.46627828,42.03547953
Iowa,Tama,-92.53326832,42.07983604
Iowa,Taylor,-94.69801714,40.73730722
Iowa,Union,-94.24356396,41.02679402
Iowa,Van Buren,-91.95105815,40.7532315
Iowa,Wapello,-92.4104731,41.02996739
Iowa,Warren,-93.56346837,41.33297085
Iowa,Washington,-91.71856608,41.335381
Iowa,Wayne,-93.3280542,40.73922417
Iowa,Webster,-94.18240789,42.42708877
Iowa,Winnebago,-93.73360597,43.38072029
Iowa,Winneshiek,-91.84317345,43.29165529
Iowa,Woodbury,-96.04398052,42.38954841
Iowa,Worth,-93.26054938,43.38012506
Iowa,Wright,-93.7354005,42.73223434
Kansas,Allen,-95.30098234,37.88564645
Kansas,Anderson,-95.29105535,38.21412005
Kansas,Atchison,-95.31329724,39.5317041
Kansas,Barber,-98.68515059,37.22999417
Kansas,Barton,-98.75718581,38.47873315
Kansas,Bourbon,-94.84872145,37.85478267
Kansas,Brown,-95.56361258,39.82709708
Kansas,Butler,-96.83879424,37.78215264
Kansas,Chase,-96.59478858,38.30311696
Kansas,Chautauqua,-96.24635807,37.1510393
Kansas,Cherokee,-94.84613356,37.17001446
Kansas,Cheyenne,-101.729478,39.78643209
Kansas,Clark,-99.81939191,37.23545024
Kansas,Clay,-97.16612104,39.34987772
Kansas,Cloud,-97.64881305,39.48093319
Kansas,Coffey,-95.7335286,38.23734336
Kansas,Comanche,-99.27102906,37.19210692
Kansas,Cowley,-96.83819784,37.23869315
Kansas,Crawford,-94.8509099,37.50772624
Kansas,Decatur,-100.4603633,39.78559825
Kansas,Dickinson,-97.15346502,38.86680151
Kansas,Doniphan,-95.14809547,39.78911419
Kansas,Douglas,-95.29398718,38.88546227
Kansas,Edwards,-99.31122365,37.88819417
Kansas,Elk,-96.24436523,37.45361555
Kansas,Ellis,-99.31683064,38.91469575
Kansas,Ellsworth,-98.20548343,38.69699073
Kansas,Finney,-100.7374262,38.04334157
Kansas,Ford,-99.8884296,37.69328619
Kansas,Franklin,-95.28642943,38.56453172
Kansas,Geary,-96.7541636,39.00242365
Kansas,Gove,-100.4822146,38.91634227
Kansas,Graham,-99.88372534,39.349949
Kansas,Grant,-101.3074254,37.56260973
Kansas,Gray,-100.438099,37.73836539
Kansas,Greeley,-101.8061343,38.48033926
Kansas,Greenwood,-96.23275218,37.87795566
Kansas,Hamilton,-101.7906,37.99924771
Kansas,Harper,-98.07601344,37.19317302
Kansas,Harvey,-97.42757334,38.04341416
Kansas,Haskell,-100.8707501,37.5624604
Kansas,Hodgeman,-99.89753818,38.08760932
Kansas,Jackson,-95.79369362,39.41781348
Kansas,Jefferson,-95.38346231,39.236408
Kansas,Jewell,-98.21813948,39.78523077
Kansas,Johnson,-94.82236468,38.88346997
Kansas,Kearny,-101.3194255,38.00015094
Kansas,Kingman,-98.13714269,37.55996747
Kansas,Kiowa,-99.28570101,37.55920502
Kansas,Labette,-95.29750837,37.19182261
Kansas,Lane,-100.4665996,38.48050644
Kansas,Leavenworth,-95.03760513,39.19928816
Kansas,Lincoln,-98.20766428,39.04571324
Kansas,Linn,-94.84270257,38.2123874
Kansas,Logan,-101.1483575,38.91741359
Kansas,Lyon,-96.15350102,38.4570256
Kansas,Marion,-97.09776771,38.35931684
Kansas,Marshall,-96.52263039,39.78437304
Kansas,McPherson,-97.64849334,38.3924153
Kansas,Meade,-100.3653465,37.2372409
Kansas,Miami,-94.83825547,38.56400945
Kansas,Mitchell,-98.20831419,39.39325779
Kansas,Montgomery,-95.74338792,37.19309493
Kansas,Morris,-96.65015433,38.68903446
Kansas,Morton,-101.7996343,37.19090741
Kansas,Nemaha,-96.01337471,39.78387362
Kansas,Neosho,-95.30679508,37.5585782
Kansas,Ness,-99.9158571,38.47903569
Kansas,Norton,-99.90363462,39.78495806
Kansas,Osage,-95.72776652,38.65331923
Kansas,Osborne,-98.76852631,39.35058747
Kansas,Ottawa,-97.65042664,39.13333081
Kansas,Pawnee,-99.23711726,38.18136761
Kansas,Phillips,-99.34742196,39.78526366
Kansas,Pottawatomie,-96.34238151,39.37870616
Kansas,Pratt,-98.74034604,37.64865309
Kansas,Rawlins,-101.0760071,39.78613003
Kansas,Reno,-98.08594584,37.95338698
Kansas,Republic,-97.64919634,39.82882701
Kansas,Rice,-98.20168662,38.34697413
Kansas,Riley,-96.73606835,39.29565806
Kansas,Rooks,-99.32562462,39.35091444
Kansas,Rush,-99.30897758,38.52254306
Kansas,Russell,-98.76205556,38.91457033
Kansas,Saline,-97.6500331,38.78454805
Kansas,Scott,-100.9064294,38.48266651
Kansas,Sedgwick,-97.46021483,37.68481629
Kansas,Seward,-100.8511562,37.19332066
Kansas,Shawnee,-95.75693669,39.04293192
Kansas,Sheridan,-100.4420239,39.35040109
Kansas,Sherman,-101.719046,39.35115844
Kansas,Smith,-98.78610901,39.78567046
Kansas,Stafford,-98.71826652,38.03153341
Kansas,Stanton,-101.7846267,37.56285535
Kansas,Stevens,-101.3124894,37.19255858
Kansas,Sumner,-97.47613606,37.23781323
Kansas,Thomas,-101.0555699,39.35122038
Kansas,Trego,-99.8732016,38.91448308
Kansas,Wabaunsee,-96.2049861,38.95391372
Kansas,Wallace,-101.7641734,38.91639953
Kansas,Washington,-97.08745622,39.78491802
Kansas,Wichita,-101.3478329,38.48171507
Kansas,Wilson,-95.74368657,37.55962851
Kansas,Woodson,-95.74085945,37.8870768
Kansas,Wyandotte,-94.76535693,39.11378975
Kentucky,Adair,-85.28031371,37.10447656
Kentucky,Allen,-86.19058849,36.75167987
Kentucky,Anderson,-84.99119415,38.00390943
Kentucky,Ballard,-88.99904373,37.05940262
Kentucky,Barren,-85.93355158,36.9656011
Kentucky,Bath,-83.74240884,38.14482298
Kentucky,Bell,-83.67377539,36.731692
Kentucky,Boone,-84.72683408,38.96913996
Kentucky,Bourbon,-84.21712996,38.20688295
Kentucky,Boyd,-82.68687773,38.35909058
Kentucky,Boyle,-84.86661414,37.62437075
Kentucky,Bracken,-84.09041181,38.68898868
Kentucky,Breathitt,-83.32392491,37.52169374
Kentucky,Breckinridge,-86.429132,37.77325419
Kentucky,Bullitt,-85.69554994,37.96988668
Kentucky,Butler,-86.68173149,37.20715147
Kentucky,Caldwell,-87.86792299,37.14498632
Kentucky,Calloway,-88.27218106,36.6213711
Kentucky,Campbell,-84.37980737,38.94581015
Kentucky,Carlisle,-88.97236909,36.85380233
Kentucky,Carroll,-85.12282335,38.66744076
Kentucky,Carter,-83.04982368,38.31827031
Kentucky,Casey,-84.92839451,37.32219771
Kentucky,Christian,-87.4901453,36.89437819
Kentucky,Clark,-84.14857585,37.9712509
Kentucky,Clay,-83.71479541,37.1601281
Kentucky,Clinton,-85.13617967,36.72791493
Kentucky,Crittenden,-88.09690419,37.35369765
Kentucky,Cumberland,-85.38852159,36.78745404
Kentucky,Daviess,-87.08683197,37.73145424
Kentucky,Edmonson,-86.23849267,37.20898418
Kentucky,Elliott,-83.09775513,38.11856704
Kentucky,Estill,-83.96441732,37.69279285
Kentucky,Fayette,-84.45889354,38.0425219
Kentucky,Fleming,-83.69664961,38.37016827
Kentucky,Floyd,-82.7451099,37.55736013
Kentucky,Franklin,-84.87699109,38.23910284
Kentucky,Fulton,-89.14687052,36.55696255
Kentucky,Gallatin,-84.85942959,38.75681584
Kentucky,Garrard,-84.5380047,37.63975791
Kentucky,Grant,-84.6244316,38.6486536
Kentucky,Graves,-88.65126935,36.7236559
Kentucky,Grayson,-86.34425098,37.46102109
Kentucky,Green,-85.55314721,37.26397821
Kentucky,Greenup,-82.92215483,38.54502775
Kentucky,Hancock,-86.77931146,37.84060661
Kentucky,Hardin,-85.96385529,37.69751099
Kentucky,Harlan,-83.21699054,36.85774973
Kentucky,Harrison,-84.33169877,38.44196507
Kentucky,Hart,-85.88489697,37.29982041
Kentucky,Henderson,-87.57276024,37.79551194
Kentucky,Henry,-85.11878962,38.44837289
Kentucky,Hickman,-88.97717014,36.67846678
Kentucky,Hopkins,-87.54150191,37.3088694
Kentucky,Jackson,-84.00547452,37.41989354
Kentucky,Jefferson,-85.65819623,38.1870177
Kentucky,Jessamine,-84.58091091,37.87209668
Kentucky,Johnson,-82.83126144,37.84702253
Kentucky,Kenton,-84.53300086,38.93252646
Kentucky,Knott,-82.95412844,37.35418893
Kentucky,Knox,-83.85394113,36.89117601
Kentucky,Larue,-85.69800818,37.54560712
Kentucky,Laurel,-84.11811984,37.11150607
Kentucky,Lawrence,-82.73437363,38.06832689
Kentucky,Lee,-83.71614934,37.5951246
Kentucky,Leslie,-83.38136265,37.09420642
Kentucky,Letcher,-82.85503654,37.12127731
Kentucky,Lewis,-83.37806058,38.53115695
Kentucky,Lincoln,-84.66105452,37.45511714
Kentucky,Livingston,-88.35212952,37.21079878
Kentucky,Logan,-86.87894905,36.86047861
Kentucky,Lyon,-88.08330501,37.01949784
Kentucky,Madison,-84.27804568,37.72003326
Kentucky,Magoffin,-83.06457964,37.70646889
Kentucky,Marion,-85.26940183,37.55242157
Kentucky,Marshall,-88.33000271,36.88427192
Kentucky,Martin,-82.5127351,37.80245827
Kentucky,Mason,-83.82455862,38.59497245
Kentucky,McCracken,-88.71195201,37.05333774
Kentucky,McCreary,-84.48477891,36.73952369
Kentucky,McLean,-87.26361245,37.52936353
Kentucky,Meade,-86.21536529,37.96782637
Kentucky,Menifee,-83.59881891,37.94124438
Kentucky,Mercer,-84.87454044,37.81127369
Kentucky,Metcalfe,-85.62912215,36.99061403
Kentucky,Monroe,-85.71626983,36.71283005
Kentucky,Montgomery,-83.91341589,38.03372669
Kentucky,Morgan,-83.25787422,37.9230421
Kentucky,Muhlenberg,-87.14267948,37.21586851
Kentucky,Nelson,-85.46634608,37.8049117
Kentucky,Nicholas,-84.01531654,38.33536109
Kentucky,Ohio,-86.84897095,37.47829076
Kentucky,Oldham,-85.44815039,38.39927783
Kentucky,Owen,-84.82808856,38.51960861
Kentucky,Owsley,-83.68307032,37.41978892
Kentucky,Pendleton,-84.36009004,38.69547195
Kentucky,Perry,-83.22176177,37.24445888
Kentucky,Pike,-82.39424327,37.47008461
Kentucky,Powell,-83.82441949,37.83139616
Kentucky,Pulaski,-84.57733893,37.10426089
Kentucky,Robertson,-84.05157186,38.51818928
Kentucky,Rockcastle,-84.31666442,37.3654055
Kentucky,Rowan,-83.42120345,38.19660671
Kentucky,Russell,-85.05860325,36.99076579
Kentucky,Scott,-84.5839473,38.29156864
Kentucky,Shelby,-85.19473777,38.2155048
Kentucky,Simpson,-86.58243498,36.74290574
Kentucky,Spencer,-85.32809811,38.0326449
Kentucky,Taylor,-85.32819487,37.36665726
Kentucky,Todd,-87.17884443,36.83618255
Kentucky,Trigg,-87.87376044,36.80663503
Kentucky,Trimble,-85.33680641,38.61260315
Kentucky,Union,-87.94376115,37.65846127
Kentucky,Warren,-86.4235489,36.99346703
Kentucky,Washington,-85.17461642,37.75324394
Kentucky,Wayne,-84.82908264,36.80228916
Kentucky,Webster,-87.68271739,37.51871763
Kentucky,Whitley,-84.14540725,36.75931834
Kentucky,Wolfe,-83.49279834,37.73954082
Kentucky,Woodford,-84.74326374,38.04245967
Louisiana,Acadia,-92.41182816,30.2918114
Louisiana,Allen,-92.82801744,30.65358098
Louisiana,Ascension,-90.91117218,30.20408433
Louisiana,Assumption,-91.06185565,29.90133703
Louisiana,Avoyelles,-92.0012344,31.07616832
Louisiana,Beauregard,-93.34367182,30.64976786
Louisiana,Bienville,-93.05685238,32.34770839
Louisiana,Bossier,-93.60602484,32.67940748
Louisiana,Caddo,-93.88368557,32.58171781
Louisiana,Calcasieu,-93.35822087,30.23051767
Louisiana,Caldwell,-92.11632588,32.09294305
Louisiana,Cameron,-93.19365763,29.87564525
Louisiana,Catahoula,-91.84700839,31.66689564
Louisiana,Claiborne,-92.99581571,32.82278667
Louisiana,Concordia,-91.64093765,31.44900894
Louisiana,De Soto,-93.73773128,32.05601778
Louisiana,East Baton Rouge,-91.09688101,30.53956287
Louisiana,East Carroll,-91.23525827,32.73229545
Louisiana,East Feliciana,-91.04540886,30.84590262
Louisiana,Evangeline,-92.40572471,30.72976804
Louisiana,Franklin,-91.67419664,32.13411183
Louisiana,Grant,-92.5585855,31.59983318
Louisiana,Iberia,-91.70065647,29.96879539
Louisiana,Iberville,-91.34884606,30.25846219
Louisiana,Jackson,-92.55813656,32.30331676
Louisiana,Jefferson Davis,-92.81408632,30.2692349
Louisiana,Jefferson,-90.14360087,29.8625883
Louisiana,La Salle,-92.16040323,31.67660616
Louisiana,Lafayette,-92.06457628,30.20631549
Louisiana,Lafourche,-90.44585474,29.57862985
Louisiana,Lincoln,-92.66407565,32.60230279
Louisiana,Livingston,-90.72375517,30.43813225
Louisiana,Madison,-91.24609163,32.36740443
Louisiana,Morehouse,-91.80179693,32.82134351
Louisiana,Natchitoches,-93.09622216,31.72336512
Louisiana,Orleans,-89.931317,30.06913132
Louisiana,Ouachita,-92.15466336,32.47955211
Louisiana,Plaquemines,-89.64345405,29.48909398
Louisiana,Pointe Coupee,-91.60087324,30.70948171
Louisiana,Rapides,-92.53328938,31.19892684
Louisiana,Red River,-93.33996795,32.09340185
Louisiana,Richland,-91.76391074,32.41892505
Louisiana,Sabine,-93.5552427,31.56486424
Louisiana,Saint Bernard,-89.65512012,29.8649482
Louisiana,Saint Charles,-90.35757285,29.91315092
Louisiana,Saint Helena,-90.71055579,30.82224172
Louisiana,Saint James,-90.7950319,30.02668573
Louisiana,Saint John the Baptist,-90.5079198,30.11264369
Louisiana,Saint Landry,-92.00583089,30.59963335
Louisiana,Saint Martin,-91.72751427,30.22966387
Louisiana,Saint Mary,-91.44756892,29.71900067
Louisiana,Saint Tammany,-89.96425164,30.40652268
Louisiana,Tangipahoa,-90.40833513,30.63487865
Louisiana,Tensas,-91.33971493,32.00296495
Louisiana,Terrebonne,-90.85830779,29.43747483
Louisiana,Union,-92.37443255,32.83281899
Louisiana,Vermilion,-92.32506505,29.84702693
Louisiana,Vernon,-93.1846142,31.10914978
Louisiana,Washington,-90.04097557,30.85341562
Louisiana,Webster,-93.33601085,32.71441722
Louisiana,West Baton Rouge,-91.31333774,30.46286674
Louisiana,West Carroll,-91.45806784,32.78810336
Louisiana,West Feliciana,-91.41284018,30.87657685
Louisiana,Winn,-92.63657,31.94567519
Maine,Androscoggin,-70.20664907,44.16572498
Maine,Aroostook,-68.59753795,46.65881107
Maine,Cumberland,-70.42166764,43.85089087
Maine,Franklin,-70.44456105,44.97446879
Maine,Hancock,-68.35093412,44.71937721
Maine,Kennebec,-69.76754865,44.40918511
Maine,Knox,-69.23415562,44.16599739
Maine,Lincoln,-69.53816351,44.08469776
Maine,Oxford,-70.75677904,44.50063479
Maine,Penobscot,-68.64944327,45.40052445
Maine,Piscataquis,-69.28450619,45.83747651
Maine,Sagadahoc,-69.88070652,44.0308287
Maine,Somerset,-69.95928163,45.51395705
Maine,Waldo,-69.15467897,44.50687764
Maine,Washington,-67.63636625,45.04190519
Maine,York,-70.71549145,43.48033291
Maryland,Allegany,-78.6932624,39.62179939
Maryland,Anne Arundel,-76.61226666,39.00615109
Maryland,Baltimore,-76.64033439,39.44804303
Maryland,Calvert,-76.56712638,38.55152128
Maryland,Caroline,-75.82988439,38.87313377
Maryland,Carroll,-77.0223637,39.56261904
Maryland,Cecil,-75.94177389,39.57637852
Maryland,Charles,-76.98982722,38.50760237
Maryland,Dorchester,-76.00774174,38.48646073
Maryland,Frederick,-77.39728171,39.4730222
Maryland,Garrett,-79.27007312,39.52999309
Maryland,Harford,-76.32054398,39.56344297
Maryland,Howard,-76.93117964,39.25169526
Maryland,Kent,-76.03310667,39.26187423
Maryland,Montgomery,-77.20247383,39.1373312
Maryland,Prince George's,-76.84540058,38.83286596
